id,name,link,link_image
176387,GLAMIRA Ring Roese,https://www.glamira.com/glamira-ring-roese.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/roese-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176386,GLAMIRA Ring Rochni,https://www.glamira.com/glamira-ring-rochni.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/rochni-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176388,GLAMIRA Ring Roinch,https://www.glamira.com/glamira-ring-roinch.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/roinch-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176389,GLAMIRA Ring Rorom,https://www.glamira.com/glamira-ring-rorom.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/rorom-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176391,GLAMIRA Ring Rortariq,https://www.glamira.com/glamira-ring-rortariq.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/rortariq-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176393,GLAMIRA Ring Rupser,https://www.glamira.com/glamira-ring-rupser.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/rupser-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176395,GLAMIRA Ring Safed,https://www.glamira.com/glamira-ring-safed.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/safed-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176392,GLAMIRA Ring Roshank,https://www.glamira.com/glamira-ring-roshank.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/roshank-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176394,GLAMIRA Ring Sacet,https://www.glamira.com/glamira-ring-sacet.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/sacet-r35/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176390,GLAMIRA Ring Roromer,https://www.glamira.com/glamira-ring-roromer.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/roromer-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176396,Engagement Ring Reudot,https://www.glamira.com/glamira-ring-reudot.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/reudot-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176397,Engagement Ring Ripteder,https://www.glamira.com/glamira-ring-ripteder.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ripteder-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176399,GLAMIRA Ring Resaix,https://www.glamira.com/glamira-ring-resaix.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/resaix-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176398,GLAMIRA Ring Ongy,https://www.glamira.com/glamira-ring-ongy.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ongy-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176400,GLAMIRA Ring Reassanerer,https://www.glamira.com/glamira-ring-reassanerer.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/reassanerer-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176401,Engagement Ring Pyrwe,https://www.glamira.com/glamira-ring-pyrwe.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/pyrwe-r35/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176404,GLAMIRA Earring Tazoos,https://www.glamira.com/glamira-earring-tazoos.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tazoos-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176403,GLAMIRA Earring Diviseur,https://www.glamira.com/glamira-earring-diviseur.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/diviseur-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176402,GLAMIRA Earring Ebahir,https://www.glamira.com/glamira-earring-ebahir.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ebahir-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176407,GLAMIRA Earring Defaed,https://www.glamira.com/glamira-earring-defaed.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/defaed-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176405,GLAMIRA Earring Cophi,https://www.glamira.com/glamira-earring-cophi.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cophi-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176406,GLAMIRA Earring Creatiseres,https://www.glamira.com/glamira-earring-creatiseres.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/creatiseres-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176408,GLAMIRA Earring Didizar,https://www.glamira.com/glamira-earring-didizar.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/didizar-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176410,GLAMIRA Earring Erkstw,https://www.glamira.com/glamira-earring-erkstw.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/erkstw-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176411,GLAMIRA Earring Redr,https://www.glamira.com/glamira-earring-redr.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/redr-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176409,GLAMIRA Earring Dododox,https://www.glamira.com/glamira-earring-dododox.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dododox-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176412,GLAMIRA Earring Tationous,https://www.glamira.com/glamira-earring-tationous.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tationous-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176413,GLAMIRA Earring Tawerivs,https://www.glamira.com/glamira-earring-tawerivs.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tawerivs-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176415,GLAMIRA Earring Degan,https://www.glamira.com/glamira-earring-degan.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/degan-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow/accent/black.jpg
176414,GLAMIRA Earring Drumkiter,https://www.glamira.com/glamira-earring-drumkiter.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/drumkiter-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176416,GLAMIRA Earring Desh,https://www.glamira.com/glamira-earring-desh.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/desh-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176418,GLAMIRA Earring Doalluper,https://www.glamira.com/glamira-earring-doalluper.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/doalluper-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176417,GLAMIRA Earring Diveheren,https://www.glamira.com/glamira-earring-diveheren.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/diveheren-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176419,GLAMIRA Earring Tazcexs,https://www.glamira.com/glamira-earring-tazcexs.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tazcexs-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176421,GLAMIRA Earring Cukat,https://www.glamira.com/glamira-earring-cukat.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cukat-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176422,GLAMIRA Earring Deywo,https://www.glamira.com/glamira-earring-deywo.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/deywo-e/diamond/diamond-Swarovsky_AAAAA/alloycolour/yellow/accent/black.jpg
176420,GLAMIRA Earring Engu,https://www.glamira.com/glamira-earring-engu.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/engu-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176425,GLAMIRA Earring Dryed,https://www.glamira.com/glamira-earring-dryed.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dryed-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176426,GLAMIRA Earring Eptii,https://www.glamira.com/glamira-earring-eptii.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/eptii-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176427,GLAMIRA Earring Itchar,https://www.glamira.com/glamira-earring-itchar.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/itchar-e/diamond/labdiamond_AAAA/alloycolour/yellow/pearl/white_pearl.jpg
176428,GLAMIRA Earring Cigur,https://www.glamira.com/glamira-earring-cigur.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cigur-e/diamond/labdiamond_AAAA/alloycolour/yellow/pearl/white_pearl.jpg
176429,GLAMIRA Earring Cganda,https://www.glamira.com/glamira-earring-cganda.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cganda-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176430,GLAMIRA Earring Chucker,https://www.glamira.com/glamira-earring-chucker.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/chucker-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176423,GLAMIRA Earring Dolika,https://www.glamira.com/glamira-earring-dolika.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dolika-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176424,GLAMIRA Earring Drole,https://www.glamira.com/glamira-earring-drole.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/drole-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176433,GLAMIRA Earring Curesus,https://www.glamira.com/glamira-earring-curesus.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/curesus-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176432,GLAMIRA Earring Cnytterke,https://www.glamira.com/glamira-earring-cnytterke.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cnytterke-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176431,GLAMIRA Earring Ckoni,https://www.glamira.com/glamira-earring-ckoni.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ckoni-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176434,GLAMIRA Earring Currenat,https://www.glamira.com/glamira-earring-currenat.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/currenat-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176436,GLAMIRA Earring Cyanea,https://www.glamira.com/glamira-earring-cyanea.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cyanea-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176435,GLAMIRA Earring Cusenb,https://www.glamira.com/glamira-earring-cusenb.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cusenb-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176438,GLAMIRA Earring Dabord,https://www.glamira.com/glamira-earring-dabord.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dabord-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow/accent/black.jpg
176437,GLAMIRA Earring Daboal,https://www.glamira.com/glamira-earring-daboal.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/daboal-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176440,GLAMIRA Earring Daploton,https://www.glamira.com/glamira-earring-daploton.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/daploton-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176441,GLAMIRA Earring Declainess,https://www.glamira.com/glamira-earring-declainess.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/declainess-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176439,GLAMIRA Earring Dalliger,https://www.glamira.com/glamira-earring-dalliger.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dalliger-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176442,GLAMIRA Earring Dectent,https://www.glamira.com/glamira-earring-dectent.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dectent-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow/accent/black.jpg
176443,GLAMIRA Earring Defasen,https://www.glamira.com/glamira-earring-defasen.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/defasen-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow/accent/black.jpg
176444,GLAMIRA Earring Defli,https://www.glamira.com/glamira-earring-defli.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/defli-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176445,GLAMIRA Earring Demtonti,https://www.glamira.com/glamira-earring-demtonti.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/demtonti-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176446,GLAMIRA Earring Dersw,https://www.glamira.com/glamira-earring-dersw.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dersw-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176448,GLAMIRA Earring Feurs,https://www.glamira.com/glamira-earring-feurs.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/feurs-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176447,GLAMIRA Earring Dgemyn,https://www.glamira.com/glamira-earring-dgemyn.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dgemyn-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176449,GLAMIRA Earring Flaudien,https://www.glamira.com/glamira-earring-flaudien.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/flaudien-e/diamond/labdiamond_AAAA/stone2/diamond-Swarovsky_AAAAA/alloycolour/yellow/accent/black.jpg
176450,GLAMIRA Earring Hablemt,https://www.glamira.com/glamira-earring-hablemt.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/hablemt-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176451,GLAMIRA Earring Kercom,https://www.glamira.com/glamira-earring-kercom.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/kercom-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176452,GLAMIRA Earring Nemeddot,https://www.glamira.com/glamira-earring-nemeddot.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/nemeddot-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176453,GLAMIRA Earring Studdos,https://www.glamira.com/glamira-earring-studdos.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/studdos-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176454,GLAMIRA Earring Tatlosas,https://www.glamira.com/glamira-earring-tatlosas.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tatlosas-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/stone3/labdiamond_AAAA/alloycolour/yellow.jpg
176456,GLAMIRA Earring Tecriwont,https://www.glamira.com/glamira-earring-tecriwont.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tecriwont-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176457,GLAMIRA Earring Dnaubo,https://www.glamira.com/glamira-earring-dnaubo.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dnaubo-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176455,GLAMIRA Earring Techtoniq,https://www.glamira.com/glamira-earring-techtoniq.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/techtoniq-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176458,GLAMIRA Earring Dniges,https://www.glamira.com/glamira-earring-dniges.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dniges-e/diamond/diamond-Swarovsky_AAAAA/stone2/diamond-Swarovsky_AAAAA/alloycolour/yellow.jpg
176459,GLAMIRA Earring Doggaxat,https://www.glamira.com/glamira-earring-doggaxat.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/doggaxat-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176460,GLAMIRA Earring Doggax,https://www.glamira.com/glamira-earring-doggax.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/doggax-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176462,GLAMIRA Earring Dolantic,https://www.glamira.com/glamira-earring-dolantic.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dolantic-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176463,GLAMIRA Earring Dollansi,https://www.glamira.com/glamira-earring-dollansi.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dollansi-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176464,GLAMIRA Earring Drypeg,https://www.glamira.com/glamira-earring-drypeg.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/drypeg-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176461,GLAMIRA Earring Dogra,https://www.glamira.com/glamira-earring-dogra.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dogra-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176468,GLAMIRA Earring Elenors,https://www.glamira.com/glamira-earring-elenors.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/elenors-e/diamond/diamond-Swarovsky_AAAAA/stone2/diamond-Swarovsky_AAAAA/alloycolour/yellow/accent/black.jpg
176466,GLAMIRA Earring Duarki,https://www.glamira.com/glamira-earring-duarki.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/duarki-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176469,GLAMIRA Earring Eleted,https://www.glamira.com/glamira-earring-eleted.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/eleted-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176465,GLAMIRA Earring Drywe,https://www.glamira.com/glamira-earring-drywe.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/drywe-e/diamond/diamond-Swarovsky_AAAAA/alloycolour/yellow.jpg
176467,GLAMIRA Earring Dyddod,https://www.glamira.com/glamira-earring-dyddod.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dyddod-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176471,GLAMIRA Earring Encep,https://www.glamira.com/glamira-earring-encep.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/encep-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176472,GLAMIRA Earring Erlioa,https://www.glamira.com/glamira-earring-erlioa.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/erlioa-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176470,GLAMIRA Earring Enatcol,https://www.glamira.com/glamira-earring-enatcol.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/enatcol-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176473,GLAMIRA Earring Tedne,https://www.glamira.com/glamira-earring-tedne.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tedne-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176474,GLAMIRA Earring Culinaire,https://www.glamira.com/glamira-earring-culinaire.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/culinaire-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176475,GLAMIRA Earring Eatera,https://www.glamira.com/glamira-earring-eatera.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/eatera-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176476,GLAMIRA Earring Ebria,https://www.glamira.com/glamira-earring-ebria.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/ebria-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176477,GLAMIRA Earring Endlesslove,https://www.glamira.com/glamira-earring-endlesslove.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/endlesslove-e/diamond/labdiamond_AAAA/alloycolour/yellow/accent/black.jpg
176480,GLAMIRA Earring Chimiste,https://www.glamira.com/glamira-earring-chimiste.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/chimiste-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176479,GLAMIRA Earring Eyri,https://www.glamira.com/glamira-earring-eyri.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/eyri-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176478,GLAMIRA Earring Dobos,https://www.glamira.com/glamira-earring-dobos.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dobos-e/diamond/labdiamond_AAAA/alloycolour/yellow.jpg
176483,GLAMIRA Earring Dalal,https://www.glamira.com/glamira-earring-dalal.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dalal-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176481,GLAMIRA Earring Circles,https://www.glamira.com/glamira-earring-circles.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/circles-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
176482,GLAMIRA Earring Cybduli,https://www.glamira.com/glamira-earring-cybduli.html,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/cybduli-e/diamond/labdiamond_AAAA/stone2/labdiamond_AAAA/alloycolour/yellow.jpg
